id_paczkomat,miejscowosc,klasa_miejscowosci
NTM05M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM06M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM07M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM08M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTM09M,NOWY TOMYSL,miasto do 20 tys. mieszkańców
NTO01M,NIETKÓW,wieś
NUR01G,NUR,wieś
NUS01G,NURZEC-STACJA,wieś
NUW01M,NOWA WIES,wieś
NVD01M,NOWY DZIEKANÓW,wieś
NVG01M,NOWA GÓRA,wieś
NVI01M,NOWA WIES,wieś
NVK01M,NOWA WIES KETRZYNSKA,wieś
NVL01M,NOWA WIES LEGNICKA,wieś
NVO01M,NOWE OSINY,wieś
NVS01M,NOWA WIES,wieś
NVV01C,NOWA WIES,wieś
NVW01M,NOWA WIES,wieś
NWA01F,NOWA WOLA,wieś
NWB01M,NOWA BIALA,wieś
NWC01M,NASZACOWICE,wieś
NWD01M,NOWODWORCE,wieś
NWE01M,NOWA WIES ELCKA,wieś
NWG01G,NOWOGRÓD,miasto do 20 tys. mieszkańców
NWG01M,NOWOGRÓD,miasto do 20 tys. mieszkańców
NWH01M,NOWE CHECHLO,wieś
NWI01B,NOWA WIES,wieś
NWI01M,NOWINY,wieś
NWJ01M,NAWOJOWA,wieś
NWJ01N,NAWOJOWA,wieś
NWK01M,NADOLICE WIELKIE,wieś
NWK01N,NADOLICE WIELKIE,wieś
NWK01W,NIWISKA,wieś
NWL01M,NOWA WIES LEBORSKA,wieś
NWL01N,NOWA WIES LEBORSKA,wieś
NWL02M,NOWA WIES LEBORSKA,wieś
NWN01M,NAWODNA,wieś
NWO01M,NOWA WOLA,wieś
NWO02M,NOWA WOLA,wieś
NWO03M,NOWA WOLA,wieś
NWO04M,NOWA WOLA,wieś
NWO05M,NOWA WOLA,wieś
NWP01M,NOWE PIESCIROGI,wieś
NWR01M,NOWODWORZE,wieś
NWS01G,NOWA WIES,wieś
NWS01M,NOWA WIES,wieś
NWS02E,NOWA WIES,wieś
NWS02M,NOWA WIES,wieś
NWV01M,NOWE WARPNO,miasto do 20 tys. mieszkańców
NWW01M,NOWA WIES WIELKA,wieś
NWW01N,NOWA WIES WIELKA,wieś
NXE01C,NAGLOWICE,wieś
NXE01M,NAGLOWICE,wieś
NXW01M,NOWA WIES,wieś
NYD01M,NOWY DWÓR,wieś
NYK01M,NOWY KAWECZYN,wieś
NYL01M,NOWY LUBOSZ,wieś
NYS01A,NYSA,miasto 20 - 50 tys. mieszkańców
NYS01HP,NYSA,miasto 20 - 50 tys. mieszkańców
NYS01M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS02A,NYSA,miasto 20 - 50 tys. mieszkańców
NYS02M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS03A,NYSA,miasto 20 - 50 tys. mieszkańców
NYS03M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS03N,NYSA,miasto 20 - 50 tys. mieszkańców
NYS04M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS05M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS06M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS07M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS08M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS09M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS10M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS11M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS12M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS13M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS14M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS15M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS16M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS17M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS18M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS19M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS20M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS21M,NYSA,miasto 20 - 50 tys. mieszkańców
NYS231,NYSA,miasto 20 - 50 tys. mieszkańców
NYS451,NYSA,miasto 20 - 50 tys. mieszkańców
NYW01M,NOWA WIOSKA,wieś
NZD01M,NOZDRZEC,wieś
NZI01M,NIZINY,wieś
NZM01G,NOWY ZMIGRÓD,wieś
NZM01M,NOWY ZMIGRÓD,wieś
NZM02M,NOWY ZMIGRÓD,wieś
NZW01M,NARUSZEWO,wieś
NZY01M,NIEZYWIEC,wieś
OAS01M,OSTASZEWO,wieś
OBA01M,OBRA,wieś
OBA02M,OBRA,wieś
OBC01M,OBRZYCKO,miasto do 20 tys. mieszkańców
OBC01N,OBRZYCKO,miasto do 20 tys. mieszkańców
OBC02M,OBRZYCKO,miasto do 20 tys. mieszkańców
OBE01G,OBIERWIA,wieś
OBI01M,OLBIECIN,wieś
OBJ01M,OBJAZDA,wieś
OBL01M,OBLEGÓR,wieś
OBN01M,OBOJNA,wieś
OBO01M,OBLEGOREK,wieś
OBO02M,OBLEGOREK,wieś
OBR01A,OLSZEWO-BORKI,wieś
OBR01M,OLSZEWO-BORKI,wieś
OBS01M,OBORNIKI SLASKIE,miasto do 20 tys. mieszkańców
OBS01ML,OBORNIKI SLASKIE,miasto do 20 tys. mieszkańców
OBS01N,OBORNIKI SLASKIE,miasto do 20 tys. mieszkańców
OBS02M,OBORNIKI SLASKIE,miasto do 20 tys. mieszkańców
OBS02N,OBORNIKI SLASKIE,miasto do 20 tys. mieszkańców
OBS03M,OBORNIKI SLASKIE,miasto do 20 tys. mieszkańców
OBS04M,OBORNIKI SLASKIE,miasto do 20 tys. mieszkańców
OBT01G,OBRYTE,wieś
OBT01M,OBRYTE,wieś
OBW01A,OBORNIKI,miasto do 20 tys. mieszkańców
OBW01E,OBORNIKI,miasto do 20 tys. mieszkańców
OBW01G,OBORNIKI,miasto do 20 tys. mieszkańców
OBW01M,OBORNIKI,miasto do 20 tys. mieszkańców
OBW01N,OBORNIKI,miasto do 20 tys. mieszkańców
OBW02A,OBORNIKI,miasto do 20 tys. mieszkańców
OBW02M,OBORNIKI,miasto do 20 tys. mieszkańców
OBW02N,OBORNIKI,miasto do 20 tys. mieszkańców
OBW03A,OBORNIKI,miasto do 20 tys. mieszkańców
OBW03M,OBORNIKI,miasto do 20 tys. mieszkańców
OBW04M,OBORNIKI,miasto do 20 tys. mieszkańców
OBW05M,OBORNIKI,miasto do 20 tys. mieszkańców
OBW06M,OBORNIKI,miasto do 20 tys. mieszkańców
OBW07M,OBORNIKI,miasto do 20 tys. mieszkańców
OBW08M,OBORNIKI,miasto do 20 tys. mieszkańców
OBY01M,OBRYTA,wieś
OBZ01M,OBSZA,wieś
OCA01M,OSIECZNICA,wieś
OCB01M,OCHABY MALE,wieś
OCC01M,OCICE,wieś
OCD01C,OCHOTNICA DOLNA,wieś
OCD01M,OCHOTNICA GÓRNA,wieś
OCD02M,OCHOTNICA DOLNA,wieś
OCE01C,OLESZYCE,miasto do 20 tys. mieszkańców
OCE01M,OLESZYCE,miasto do 20 tys. mieszkańców
OCE02M,OLESZYCE,miasto do 20 tys. mieszkańców
OCH01A,ZIELONA GÓRA,miasto 100 - 200 tys. mieszkańców
OCH01M,ORZECHOWO,wieś
OCH01N,ORZECHOWO,wieś
OCH02M,ORZECHOWO,wieś
OCI01M,OCIAZ,wieś
OCK01M,OSIECK,wieś
OCR01M,OCHRANIEW,wieś
OCX01D,OSIECZNICA,wieś
OCX01M,OSIECZNICA,wieś
OCZ01G,OSIECZNICA,wieś
ODL01M,ODOLANÓW,miasto do 20 tys. mieszkańców
ODL01N,ODOLANÓW,miasto do 20 tys. mieszkańców
ODL02M,ODOLANÓW,miasto do 20 tys. mieszkańców
ODL03M,ODOLANÓW,miasto do 20 tys. mieszkańców
ODO01G,ODRZYKON,wieś
ODO01M,ODRZYKON,wieś
ODO02M,ODRZYKON,wieś
ODR01M,ODRZYWÓL,wieś
ODR02M,ODRZYWÓL,wieś
ODW01M,ODRANO-WOLA,wieś
OEK01G,OSIEK,wieś
OEK01M,OSIEK,wieś
OEK02M,OSIEK,wieś
OEK03M,OSIEK,wieś
OEK04M,OSIEK,wieś
OEK05M,OSIEK,wieś
OEN01M,OLSZEWNICA NOWA,wieś
OES01M,OLESIN,wieś
OEX01M,OSIEK,wieś
OGD01M,GREBKÓW,wieś
OGE01M,OGORZELINY,wieś
OGN01M,OGONOWICE,wieś
OGO01M,OGRODNICZKI,wieś
OGR01A,OGRODZIENIEC,miasto do 20 tys. mieszkańców
OGR01M,OGRODZIENIEC,miasto do 20 tys. mieszkańców
OGZ01M,OGRODZONA,wieś
OHD01M,OCHODZE,wieś
OHW01M,OLBRACHTÓW,wieś
OHX01G,ORCHÓWEK,wieś
OIE01M,OSIEKI,wieś
OIJ01M,OSIEK JASIELSKI,wieś
OIK01M,OSIEK,wieś
OIL01M,OSIELEC,wieś
OIL02M,OSIELEC,wieś
OIM01M,OSIEK MALY,wieś
OIN01M,OTOMIN,wieś
OIO01N,ODOLION,wieś
OIV01A,OSINY,wieś
OIX01M,OSIEK,wieś
OIX02M,OSIEK,wieś
OJO01G,OCHOJNO,wieś
OJO01N,OCHOJNO,wieś
OJR01A,OJRZEN,wieś
OJR01M,OJRZEN,wieś
OKA01G,OLSZANKA,wieś
OKC01M,OPATKOWICE,wieś
OKI01M,OKOCIM,wieś
OKL01N,OLDRZYCHOWICE KLODZKIE,wieś
OKM01A,OKMIANY,wieś
OKN01M,OPACZ-KOLONIA,wieś
OKN02M,OPACZ-KOLONIA,wieś
OKO01N,OKONEK,miasto do 20 tys. mieszkańców
OKR01M,OKRZEJA,wieś
OKS01M,OKSZÓW,wieś
OKT01M,OKARTOWO,wieś
OKW01M,OKUNIEW,wieś
OKW02B,OKUNIEW,wieś
OKW02M,OKUNIEW,wieś
OLA01E,OLSZANICA,wieś
OLA01M,OLSZANICA,wieś
OLB01M,OPOLE LUBELSKIE,miasto do 20 tys. mieszkańców
OLB01N,OPOLE LUBELSKIE,miasto do 20 tys. mieszkańców
OLB02M,OPOLE LUBELSKIE,miasto do 20 tys. mieszkańców
OLB03M,OPOLE LUBELSKIE,miasto do 20 tys. mieszkańców
OLB04M,OPOLE LUBELSKIE,miasto do 20 tys. mieszkańców
OLB05M,OPOLE LUBELSKIE,miasto do 20 tys. mieszkańców
OLB06M,OPOLE LUBELSKIE,miasto do 20 tys. mieszkańców
OLB246,OPOLE LUBELSKIE,miasto do 20 tys. mieszkańców
OLC01A,OLECKO,miasto do 20 tys. mieszkańców
OLC01M,OLECKO,miasto do 20 tys. mieszkańców
OLC01W,OLECKO,miasto do 20 tys. mieszkańców
OLC02M,OLECKO,miasto do 20 tys. mieszkańców
OLC03M,OLECKO,miasto do 20 tys. mieszkańców
OLC04M,OLECKO,miasto do 20 tys. mieszkańców
OLC05M,OLECKO,miasto do 20 tys. mieszkańców
OLC06M,OLECKO,miasto do 20 tys. mieszkańców
OLC07M,OLECKO,miasto do 20 tys. mieszkańców
OLC08M,OLECKO,miasto do 20 tys. mieszkańców
OLE01G,OLESNO,wieś
OLE01M,OLESNO,wieś
OLI01M,OSLONINO,wieś
OLK01A,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK01F,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK01M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK01N,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK02A,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK02M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK02N,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK03A,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK03M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK03N,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK04M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK05M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK06M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK07M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK08M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK09M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK10M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK11M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK12M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK13M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK14M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLK15M,OLKUSZ,miasto 20 - 50 tys. mieszkańców
OLM01M,OLMONTY,wieś
OLN01A,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN01M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN01ML,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN01N,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN02A,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN02M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN02ML,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN02N,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN03M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN03N,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN04M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN04N,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN05M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN05N,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN06M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN07M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN08M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN09M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN10M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN11M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN12M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN13M,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLN466,OLESNICA,miasto 20 - 50 tys. mieszkańców
OLO01M,OLESNO,miasto do 20 tys. mieszkańców
OLO02M,OLESNO,miasto do 20 tys. mieszkańców
OLO02ML,OLESNO,miasto do 20 tys. mieszkańców
OLO03M,OLESNO,miasto do 20 tys. mieszkańców
OLO04M,OLESNO,miasto do 20 tys. mieszkańców
OLO05M,OLESNO,miasto do 20 tys. mieszkańców
OLO06M,OLESNO,miasto do 20 tys. mieszkańców
OLP01M,OLPINY,wieś
OLS01APP,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01E,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01F,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01G,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01H,OLSZTYN,wieś
OLS01M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01ML,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01SAPP,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01W,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS01ZIH,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS02A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS02B,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS02G,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS02H,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS02M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS02N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS02W,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS02ZIH,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS03A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS03B,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS03G,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS03H,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS03M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS03N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS03ZIH,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS04A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS04G,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS04M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS04N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS04ZIH,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS05A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS05M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS05N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS05W,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS06A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS06M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS06N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS07A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS07M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS07N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS07W,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS08A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS08M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS08N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS08W,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS09M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS09N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS09W,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS10M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS10N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS10W,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS11A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS11M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS11N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS11W,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS12A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS12M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS12N,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS13A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS13M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS14A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS14M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS154,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS155,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS156,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS157,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS15A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS15M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS160,TEST,miasto 100 - 200 tys. mieszkańców
OLS166,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS16A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS16M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS17A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS17M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS18A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS18M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS19A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS19M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS20A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS20M,OLSZTYN,wieś
OLS21A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS21M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS22A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS22M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS23A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS23M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS24A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS24M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS25A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS25M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS26A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS26M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS27A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS27M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS28A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS28M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS29A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS29M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS30A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS30M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS31A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS31M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS32A,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS32M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS33M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS34M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS35M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS36M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS37M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS38M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS39M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS40M,OLSZTYN,wieś
OLS41M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS42M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS43M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS44M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS45M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS46M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS47M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS48M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS49M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS50M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS51M,OLSZTYN,wieś
OLS52M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS53M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS54M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS55M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS56M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS57M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS58M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS59M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS60M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS61M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS62M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS63M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS64M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS65M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS66M,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLS855,OLSZTYN,miasto 100 - 200 tys. mieszkańców
OLSZ01M,OLSZYNY,wieś
OLT01M,OLSZTYN,wieś
OLT01N,OLSZTYN,wieś
OLT01W,OLSZTYNEK,miasto do 20 tys. mieszkańców
OLU01G,OSTRÓW LUBELSKI,miasto do 20 tys. mieszkańców
OLU01M,OSTRÓW LUBELSKI,miasto do 20 tys. mieszkańców
OLW01G,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW01M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW01N,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW02A,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW02M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW02N,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW03A,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW03M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW03N,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW04M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW05M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW06M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW07M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW08M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW09M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW10M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW11M,OLAWA,miasto 20 - 50 tys. mieszkańców
OLW12M,OLAWA,wieś
OLW314,OLAWA,miasto 20 - 50 tys. mieszkańców
OLY01M,OLSZYNA,miasto do 20 tys. mieszkańców
OLY01N,OLSZYNA,miasto do 20 tys. mieszkańców
OLY02M,OLSZYNA,wieś
OLZ01G,OLZA,wieś
OLZ01M,OLZA,wieś
OMI01M,OTMICE,wieś
ONA01M,OLSZANKA,wieś
ONC01M,OLESNICA,wieś
ONC02M,OLESNICA,wieś
ONI01M,OSIEDLE NIEWIADÓW,wieś
ONK01D,OLESNIKI,wieś
ONN01A,OSIEK NAD NOTECIA,wieś
ONN01M,OSIEK NAD NOTECIA,wieś
ONN02M,OSIEK NAD NOTECIA,wieś
ONO01G,OSTROWY NAD OKSZA,wieś
ONO01M,OSTROWY NAD OKSZA,wieś
ONR01M,ORNETA,miasto do 20 tys. mieszkańców
ONR01N,ORNETA,miasto do 20 tys. mieszkańców
ONR02M,ORNETA,miasto do 20 tys. mieszkańców
ONR03M,ORNETA,miasto do 20 tys. mieszkańców
ONR04M,ORNETA,miasto do 20 tys. mieszkańców
ONW01G,OSIEK NAD WISLA,wieś
ONW01M,OSIEK NAD WISLA,wieś
ONW02M,OSIEK NAD WISLA,wieś
OOA01M,OLSZOWA,wieś
OOB01M,OLOBOK,wieś
OOI01M,OSÓWIEC,wieś
OOO01G,OBROWO,wieś
OOO01M,OBROWO,wieś
OOR01M,OTOROWO,wieś
OOR02M,OTOROWO,wieś
OOS01M,OSOWA SIEN,wieś
OOV01M,OSSÓW,wieś
OOW01F,OSOWIEC,wieś
OOY01M,OSTROWY,wieś
OPA01M,OPALENICA,miasto do 20 tys. mieszkańców
OPA01N,OPALENICA,miasto do 20 tys. mieszkańców
OPA02M,OPALENICA,miasto do 20 tys. mieszkańców
OPA02N,OPALENICA,miasto do 20 tys. mieszkańców
OPA03M,OPALENICA,miasto do 20 tys. mieszkańców
OPA04M,OPALENICA,miasto do 20 tys. mieszkańców
OPA05M,OPALENICA,miasto do 20 tys. mieszkańców
OPA06M,OPALENICA,miasto do 20 tys. mieszkańców
OPC01A,OPOCZNO,miasto 20 - 50 tys. mieszkańców
OPC01M,OPOCZNO,miasto 20 - 50 tys. mieszkańców
OPC01N,OPOCZNO,miasto 20 - 50 tys. mieszkańców
